curp,id_viaje,h_entrada,h_salida,redondo
PAJI590521FSUNRS99,v-025310,07:00:00,,False
PAJI590521FSUNRS99,v-025311,07:00:00,,True
PAJI590521FSUNRS99,v-025312,,15:00:00,True
PAJI590521FSUNRS99,v-025313,07:00:00,,True
PAJI590521FSUNRS99,v-025314,,15:00:00,True
PAJI590521FSUNRS99,v-025315,07:00:00,,True
PAJI590521FSUNRS99,v-025316,,15:00:00,True
PAJI590521FSUNRS99,v-025317,07:00:00,,False
PAJI590521FSUNRS99,v-025318,07:00:00,,False
PAJI590521FSUNRS99,v-025319,07:00:00,,True
PAJI590521FSUNRS99,v-025320,,15:00:00,True
PAJI590521FSUNRS99,v-025321,07:00:00,,False
PAJI590521FSUNRS99,v-025322,07:00:00,,False
DOAR800423FCTCMM57,v-025323,08:00:00,,False
DOAR800423FCTCMM57,v-025324,08:00:00,,False
DOAR800423FCTCMM57,v-025325,08:00:00,,True
DOAR800423FCTCMM57,v-025326,,15:00:00,True
DOAR800423FCTCMM57,v-025327,08:00:00,,True
DOAR800423FCTCMM57,v-025328,,15:00:00,True
DOAR800423FCTCMM57,v-025329,08:00:00,,True
DOAR800423FCTCMM57,v-025330,,15:00:00,True
DOAR800423FCTCMM57,v-025331,08:00:00,,True
DOAR800423FCTCMM57,v-025332,,15:00:00,True
DOAR800423FCTCMM57,v-025333,08:00:00,,True
DOAR800423FCTCMM57,v-025334,,15:00:00,True
DOAR800423FCTCMM57,v-025335,08:00:00,,False
DOAR800423FCTCMM57,v-025336,08:00:00,,True
DOAR800423FCTCMM57,v-025337,,15:00:00,True
DOAR800423FCTCMM57,v-025338,08:00:00,,True
DOAR800423FCTCMM57,v-025339,,15:00:00,True
DOAR800423FCTCMM57,v-025340,08:00:00,,False
DOAR800423FCTCMM57,v-025341,08:00:00,,False
DOAR800423FCTCMM57,v-025342,08:00:00,,True
DOAR800423FCTCMM57,v-025343,,15:00:00,True
DOAR800423FCTCMM57,v-025344,08:00:00,,True
DOAR800423FCTCMM57,v-025345,,15:00:00,True
SEPA781108FJMAQN34,v-025346,08:00:00,,True
SEPA781108FJMAQN34,v-025347,,13:00:00,True
SEPA781108FJMAQN34,v-025348,08:00:00,,True
SEPA781108FJMAQN34,v-025349,,13:00:00,True
SEPA781108FJMAQN34,v-025350,08:00:00,,True
SEPA781108FJMAQN34,v-025351,,13:00:00,True
SEPA781108FJMAQN34,v-025352,08:00:00,,True
SEPA781108FJMAQN34,v-025353,,13:00:00,True
SEPA781108FJMAQN34,v-025354,08:00:00,,False
SEPA781108FJMAQN34,v-025355,08:00:00,,False
SEPA781108FJMAQN34,v-025356,08:00:00,,False
SEPA781108FJMAQN34,v-025357,08:00:00,,True
SEPA781108FJMAQN34,v-025358,,13:00:00,True
SEPA781108FJMAQN34,v-025359,08:00:00,,True
SEPA781108FJMAQN34,v-025360,,13:00:00,True
SEPA781108FJMAQN34,v-025361,08:00:00,,True
SEPA781108FJMAQN34,v-025362,,13:00:00,True
SEPA781108FJMAQN34,v-025363,08:00:00,,True
SEPA781108FJMAQN34,v-025364,,13:00:00,True
SEPA781108FJMAQN34,v-025365,08:00:00,,True
SEPA781108FJMAQN34,v-025366,,13:00:00,True
SEPA781108FJMAQN34,v-025367,08:00:00,,False
SEPA781108FJMAQN34,v-025368,08:00:00,,False
SEPA781108FJMAQN34,v-025369,08:00:00,,True
SEPA781108FJMAQN34,v-025370,,13:00:00,True
SEPA781108FJMAQN34,v-025371,08:00:00,,False
SEPA781108FJMAQN34,v-025372,08:00:00,,True
SEPA781108FJMAQN34,v-025373,,13:00:00,True
SEPA781108FJMAQN34,v-025374,08:00:00,,True
SEPA781108FJMAQN34,v-025375,,13:00:00,True
SEPA781108FJMAQN34,v-025376,08:00:00,,False
SEPA781108FJMAQN34,v-025377,08:00:00,,True
SEPA781108FJMAQN34,v-025378,,13:00:00,True
SEPA781108FJMAQN34,v-025379,08:00:00,,True
SEPA781108FJMAQN34,v-025380,,13:00:00,True
SEPA781108FJMAQN34,v-025381,08:00:00,,False
SEPA781108FJMAQN34,v-025382,08:00:00,,False
SEPA781108FJMAQN34,v-025383,08:00:00,,False
SEPA781108FJMAQN34,v-025384,08:00:00,,False
SEPA781108FJMAQN34,v-025385,08:00:00,,True
SEPA781108FJMAQN34,v-025386,,13:00:00,True
SEPA781108FJMAQN34,v-025387,08:00:00,,True
SEPA781108FJMAQN34,v-025388,,13:00:00,True
SEPA781108FJMAQN34,v-025389,08:00:00,,False
SEPA781108FJMAQN34,v-025390,08:00:00,,False
SEPA781108FJMAQN34,v-025391,08:00:00,,True
SEPA781108FJMAQN34,v-025392,,13:00:00,True
SEPA781108FJMAQN34,v-025393,08:00:00,,False
BASM990830FBGXDF37,v-025394,07:00:00,,False
BASM990830FBGXDF37,v-025395,07:00:00,,False
BASM990830FBGXDF37,v-025396,07:00:00,,False
BASM990830FBGXDF37,v-025397,07:00:00,,False
BASM990830FBGXDF37,v-025398,07:00:00,,True
BASM990830FBGXDF37,v-025399,,13:00:00,True
BASM990830FBGXDF37,v-025400,07:00:00,,True
BASM990830FBGXDF37,v-025401,,13:00:00,True
BASM990830FBGXDF37,v-025402,07:00:00,,True
BASM990830FBGXDF37,v-025403,,13:00:00,True
BASM990830FBGXDF37,v-025404,07:00:00,,True
BASM990830FBGXDF37,v-025405,,13:00:00,True
BASM990830FBGXDF37,v-025406,07:00:00,,False
BASM990830FBGXDF37,v-025407,07:00:00,,True
BASM990830FBGXDF37,v-025408,,13:00:00,True
BASM990830FBGXDF37,v-025409,07:00:00,,True
BASM990830FBGXDF37,v-025410,,13:00:00,True
BASM990830FBGXDF37,v-025411,07:00:00,,True
BASM990830FBGXDF37,v-025412,,13:00:00,True
BASM990830FBGXDF37,v-025413,07:00:00,,False
BASM990830FBGXDF37,v-025414,07:00:00,,True
BASM990830FBGXDF37,v-025415,,13:00:00,True
BASM990830FBGXDF37,v-025416,07:00:00,,False
BASM990830FBGXDF37,v-025417,07:00:00,,False
BASM990830FBGXDF37,v-025418,07:00:00,,False
BASM990830FBGXDF37,v-025419,07:00:00,,False
BASM990830FBGXDF37,v-025420,07:00:00,,True
BASM990830FBGXDF37,v-025421,,13:00:00,True
BASM990830FBGXDF37,v-025422,07:00:00,,True
BASM990830FBGXDF37,v-025423,,13:00:00,True
BASM990830FBGXDF37,v-025424,07:00:00,,True
BASM990830FBGXDF37,v-025425,,13:00:00,True
BASM990830FBGXDF37,v-025426,07:00:00,,False
CASS061021FQNSYX41,v-025427,07:00:00,,True
CASS061021FQNSYX41,v-025428,,13:00:00,True
CASS061021FQNSYX41,v-025429,07:00:00,,True
CASS061021FQNSYX41,v-025430,,13:00:00,True
CASS061021FQNSYX41,v-025431,07:00:00,,False
CASS061021FQNSYX41,v-025432,07:00:00,,True
CASS061021FQNSYX41,v-025433,,13:00:00,True
CASS061021FQNSYX41,v-025434,07:00:00,,False
CASS061021FQNSYX41,v-025435,07:00:00,,False
CASS061021FQNSYX41,v-025436,07:00:00,,True
CASS061021FQNSYX41,v-025437,,13:00:00,True
CASS061021FQNSYX41,v-025438,07:00:00,,True
CASS061021FQNSYX41,v-025439,,13:00:00,True
CASS061021FQNSYX41,v-025440,07:00:00,,False
CASS061021FQNSYX41,v-025441,07:00:00,,True
CASS061021FQNSYX41,v-025442,,13:00:00,True
CASS061021FQNSYX41,v-025443,07:00:00,,True
CASS061021FQNSYX41,v-025444,,13:00:00,True
CASS061021FQNSYX41,v-025445,07:00:00,,False
CASS061021FQNSYX41,v-025446,07:00:00,,True
CASS061021FQNSYX41,v-025447,,13:00:00,True
CASS061021FQNSYX41,v-025448,07:00:00,,True
CASS061021FQNSYX41,v-025449,,13:00:00,True
CASS061021FQNSYX41,v-025450,07:00:00,,False
CASS061021FQNSYX41,v-025451,07:00:00,,True
CASS061021FQNSYX41,v-025452,,13:00:00,True
CASS061021FQNSYX41,v-025453,07:00:00,,False
CASS061021FQNSYX41,v-025454,07:00:00,,True
CASS061021FQNSYX41,v-025455,,13:00:00,True
CASS061021FQNSYX41,v-025456,07:00:00,,True
CASS061021FQNSYX41,v-025457,,13:00:00,True
CASS061021FQNSYX41,v-025458,07:00:00,,False
CASS061021FQNSYX41,v-025459,07:00:00,,False
CASS061021FQNSYX41,v-025460,07:00:00,,False
CASS061021FQNSYX41,v-025461,07:00:00,,False
CASS061021FQNSYX41,v-025462,07:00:00,,True
CASS061021FQNSYX41,v-025463,,13:00:00,True
CASS061021FQNSYX41,v-025464,07:00:00,,True
CASS061021FQNSYX41,v-025465,,13:00:00,True
CASS061021FQNSYX41,v-025466,07:00:00,,False
CASS061021FQNSYX41,v-025467,07:00:00,,True
CASS061021FQNSYX41,v-025468,,13:00:00,True
CASS061021FQNSYX41,v-025469,07:00:00,,False
CASS061021FQNSYX41,v-025470,07:00:00,,True
CASS061021FQNSYX41,v-025471,,13:00:00,True
CASS061021FQNSYX41,v-025472,07:00:00,,True
CASS061021FQNSYX41,v-025473,,13:00:00,True
CASS061021FQNSYX41,v-025474,07:00:00,,True
CASS061021FQNSYX41,v-025475,,13:00:00,True
CASS061021FQNSYX41,v-025476,07:00:00,,True
CASS061021FQNSYX41,v-025477,,13:00:00,True
CASS061021FQNSYX41,v-025478,07:00:00,,False
CASS061021FQNSYX41,v-025479,07:00:00,,False
CASS061021FQNSYX41,v-025480,07:00:00,,True
CASS061021FQNSYX41,v-025481,,13:00:00,True
CASS061021FQNSYX41,v-025482,07:00:00,,False
CASS061021FQNSYX41,v-025483,07:00:00,,True
CASS061021FQNSYX41,v-025484,,13:00:00,True
CASS061021FQNSYX41,v-025485,07:00:00,,False
CASS061021FQNSYX41,v-025486,07:00:00,,True
CASS061021FQNSYX41,v-025487,,13:00:00,True
CASS061021FQNSYX41,v-025488,07:00:00,,True
CASS061021FQNSYX41,v-025489,,13:00:00,True
MEPJ790307MJTYXF52,v-025490,08:00:00,,False
MEPJ790307MJTYXF52,v-025491,08:00:00,,True
MEPJ790307MJTYXF52,v-025492,,14:00:00,True
MEPJ790307MJTYXF52,v-025493,08:00:00,,True
MEPJ790307MJTYXF52,v-025494,,14:00:00,True
MEPJ790307MJTYXF52,v-025495,08:00:00,,True
MEPJ790307MJTYXF52,v-025496,,14:00:00,True
MEPJ790307MJTYXF52,v-025497,08:00:00,,True
MEPJ790307MJTYXF52,v-025498,,14:00:00,True
MEPJ790307MJTYXF52,v-025499,08:00:00,,False
